,Date,Time,PM10,PM2.5,SO2,CO,O3,NO2,Max,Critical Component,Category
730,1/31/2021,10:00:00,27.0,71.0,21.0,27.0,44.0,5.0,71,PM2.5,Moderate
731,1/31/2021,11:00:00,27.0,70.0,21.0,27.0,44.0,6.0,70,PM2.5,Moderate
732,1/31/2021,12:00:00,27.0,69.0,21.0,27.0,43.0,6.0,69,PM2.5,Moderate
733,1/31/2021,13:00:00,26.0,68.0,21.0,26.0,43.0,6.0,68,PM2.5,Moderate
734,1/31/2021,14:00:00,25.0,67.0,20.0,26.0,42.0,6.0,67,PM2.5,Moderate
735,1/31/2021,15:00:00,25.0,66.0,20.0,26.0,41.0,6.0,66,PM2.5,Moderate
736,1/31/2021,16:00:00,25.0,66.0,20.0,25.0,41.0,6.0,66,PM2.5,Moderate
737,1/31/2021,17:00:00,25.0,66.0,20.0,26.0,40.0,6.0,66,PM2.5,Moderate
738,1/31/2021,18:00:00,25.0,66.0,20.0,25.0,40.0,6.0,66,PM2.5,Moderate
739,1/31/2021,19:00:00,25.0,66.0,19.0,25.0,40.0,6.0,66,PM2.5,Moderate
740,1/31/2021,20:00:00,24.0,65.0,19.0,24.0,39.0,5.0,65,PM2.5,Moderate
741,1/31/2021,21:00:00,23.0,64.0,19.0,24.0,38.0,5.0,64,PM2.5,Moderate
742,1/31/2021,22:00:00,23.0,63.0,19.0,24.0,38.0,5.0,63,PM2.5,Moderate
743,1/31/2021,23:00:00,22.0,62.0,19.0,24.0,39.0,5.0,62,PM2.5,Moderate
